quest_id,body
41,"Не знаю, что со мной случилось в этой комнате, но жутко было очень. Прикольные новые механизмы и пару нюансов делающих комнату нестандартной, даже приходится ""кое-что попробовать"")))) всем удачи"
41,"Комната, в которой реально пришлось побывать внутри самого настоящего ""пряничного домика"". Как оказалось, выйти из этого домика гораздо сложнее, чем попасть в него, но хорошее настроение, смекалки и немножечко магии помогли нам в этом. Рекомендую всем."
41,"Много разных комнат, которые вызывают разные эмоции, но только об этой можно сказать ""сладкая комната"". Здесь обострены и задействованы все чувства, включая страх."
41,"Спасибо) Было очень интересно, очень приятный молодой человек, курирующий процесс"
41,"После того, как мы протестировали данную комнату, осталось очень приятное ощущение волшебства и сказки! Это современный формат квест-комнаты - максимальное количество девайсов и приспособлений на квадратный метр. Загадки понятны, а решения их весьма неожиданны! Я рекомендую эту комнату для тех, кто хочет отлично провести время."
41,"Всем привет! Сертификат я выиграла, это было неожиданно и приятно! Сначала даже не поняла что к чему, поскольку раньше не бывала ВЗАПЕРТИ, но когда я там побывала, поняла что все не так уж и просто! Задачи были сложные, вышли мы благодаря нашей дружной сплоченной команде, а так-же особенная благодарность милашке за подсказки, ты был крут! Комната супер, всем рекомендую, ощущения необычные!"
41,"Впервые был в квест комнате. Очень понравилось. Пряничный домик впечатлил- реально погружаешься в эту атмосферу. Все было круто. Комната как для взрослых, так и для детей."
41,Квест очень понравился) оставляет положительные впечатления и легкость. Как будто окунулись в сказку
41,Понравилась ли нам квест комната? Да очень сильно! Когда бронировали тогда просто хотели чём-то занять себя в выходной! Но откуда мы знали что комната будет насколько диталезированой и интересной. Тут каждая загадка это сказочный фрагмент. Так жэ очень понравились спец эффекты! Одним словом рекомендую посетить квест!
41,"Сьогодні, завдяки Марії Башинській - доброму другу ""Майстерні Сонця"" були ""Замкнені"" у кімнаті чаклунки! Квест дуже цікавий для дітей віком від 10 років. Були у захваті! Усі таємниці не розповімо, але дуже рекомендуємо вам та вашим дітям пройти такий квест вихідного дня! Авторам квесту окрема подяка! Вийти нам вдалося в останні секунди! Приємних вражень!"
41,"С этой комнаты все началось.....я полюбила квесты именно с этой комнаты! Спасибо организаторам за кучу эмоций, позитива и волшебства))))))Берите с собой деток, не пожалеете))))"
41,"Комната позволяет перенестись в атмосферу волшебства. Отличная сюжетная линия с реальным погружением в мир, где живут колдуны и маги."
41,it was great!
55,"Ура! Мы все вышли из комнаты! Не смотря на много неожиданных моментов в игре, все было очень логично - ничего лишнего. Комната завораживает и дает почувствовать себя настоящим грабителем музея. Спасибо огромное, если хотите почувствовать себя как в фильме ""11 друзей Оушена"", нужно обязательно сходить!"
55,"Дуже цікава кімната,нам все сподобалось.Антураж відповідний.Оператор Яна вчасно допомагала розв'язати загадку.Всім рекомендую!"
55,"Отличный интеллектуальный драйв! Попав в комнату, охватывает страх, что девочкам это не под силу. Но через несколько минут уже вовсю ковыряешься в крутилках, загадках,кнопках. Это настоящее сплочение компании, участвующей в прохождении. Одни положительные и яркие эмоции. Побольше бы таких комнат)"
55,"Комната превзошла мои ожидания! Интересные, неожиданные задания и крутой антураж очень соответствует ее названию и предыстории. Хочется больше рассказать о том, что понравилось, но боюсь стать спойлером:) В общем, смело выбирайте этот квест, и поймете, о чем я ;)"
55,"Еще очень долго после прохождения квеста мы были под сильными впечатлениями! Так много загадок с неожиданными ответами, техничность комнаты на выстоте, звуковые эффекты, ВАУ! Столько адреналина, ведь мы и вправду почувствовали себя грабителями. Отдельное спасибо администраторам за особый подход к каждому клиенту и уместные подсказки ;)"
55,"Хорошая комната, пожалуй не столько сложная сколько на внимательность, но при этом интересная с хорошими головоломками. Отдельно хочу отметить - очень понравился молодой человек-ведущий,очень помог и оставил исключительно положительные впечатления от комнаты."
55,"Отличная комната! Ребята-организаторы продумали все до мелочей. Все логично, очень захватывающе и интересно. Уверенна, что эта комната понравится любителям испытать свою логику ;) Рекомендую к посещению!"
55,"Очень классный квест, правда тяжеловатый, на мой взгляд. Много интересных и неожиданных фишек. Фаберже был бы доволен) Особо отмечу девушку -администратора. Очень хорошо все объясняла и помогала."
55,"Отличный квест, технически все очень круто, хотелось бы больше загадок в нем, а то 1 загадка сразу указывает на большее количество подкомнат, и хотелось их пройти все) Все круто, развивайтесь и дальше делайте классные комнаты. Обязательно придем к Вам еще! ;)"
55,"Были с женой на 8 марта, КРУТО! Сложно, предельно логично, интересно! Как и прежде рекомендуем #vzaperti всем!"
43,"Огромное спасибо за море впечатлений!!!Побывала уже в 10-ке разных комнат, но ""Башня Мерлина"" запомнилась особенно. Наш мини-корпоратив удался на славу и в большей степени это заслуга команды ""ВЗАПЕРТИ"". Спасибо еще раз!"
43,"Можу сказати лише одне, якщо бажаєте гарно провести час з друзями, - вам сюди. Приємний персонал, цікавий квест, все на вищому рівні) Дякую вам за прекрасний настрій і гарно проведений час!!!"
43,"Ульотна кімната) грали вперше, вдосталь цікавих загадок, в яких кожен знайде щось для себе. Все так непередбачувано і, водночас, логічно. Крутий квест, рекомендую)"
43,"Кімната дуже сподобалася! Цікаво, реалістично і логічно. Безперечно варта того, щоб відвідати - враження лише позитивні!"
43,"Увлекательно. Не очень сложный квест. Подходит ак детям, так и взрослым. Неожиданная развязка. Очень атмосферно. ПРиятно было общаться с адиминистратором. Корректная и всегда готова помочь."
43,"Дуже сподобалась кімната.Нас привітно зустріли і нагодували цукерками) Заходячи в кімнату,повністю поринаєш в атмосферу середньовічної Англії.Дякую за гарні враження та позитивний настрій."
43,"Очень понравилось! Много заданий и неожиданностей! Думаешь, что уже все.... а тут нет на тебе еще загадочку. До сих пор обсуждаем задания. Также было очень интересно 7 летнему мальчику, так что берите деток и смело сюда!"
43,"Замечательно провели время, дети в восторге. Огромное спасибо"
43,"Подарила мужу на день рождения.Он впервые проходил квест-рум.Сказать,что в восторге-ничего не сказать.Он в диком восторге:)Советую даже новичкам.Кок оно там было,не скажу,но как подарок на день рождения смело делайте.Очень ярко и впечатляюще.Получила СМС после прохождения.Цитата:""Просто о....енно!Спасибо!))))"
43,"За плечами нашей команды свыше 15 квестов. Башня Мерлина оказалась одной из самых любимых. Поразила своей продуманностью и неожиданными поворотами. Теперь всем знакомым рекомендую именно эту комнату =) Не скажу, что комната лёгкая, есть над чем подумать. Мы справились без подсказок, что очень нас порадовало."
43,"Очень понравилась комната, однозначно рекомендуем к посещению!!!!! 4.9)"
43,"Сегодня побывали в комнате ""Башня Мерлина"" и до сих пор остаёмся под большим впечатлением! Такие интересные головоломки, загадки, сюрпризы! И нервы тоже немного пощекотали)) С нами были дети , и они тоже были активными участниками игры. Вышли с победой за 45 минут . Спасибо огромное за прекрасные эмоции и чудесное настроение !"
43,Теперь это мой любимый квест! Даже после прохождения хочется вернуться и пройтись по башне еще раз. Очень интересная реализация.
43,Квест кімната супер.Раджу обов'язково сходити
43,Детям очень понравилось. Было сложновато) но они быстро справились. Взаперти очень крутые комнаты!
43,"Девочки молодцы, все четко объяснили, и комната очень крутая, пожалуй, одна из лучших. Всем спасибо)"
43,"Комнатка понравилась, антураж зачетный. Логика присутствовала каждый шаг, поэтому оценка 5."
43,"Те кто придумали эту комнату молодцы , очень классно и интересно"
43,"Шикарний квест! Дуже атмосферно, гарно і цікаво. Різнопланові завдання і спецефекти просто супер! Одна з найкращих кімнат."
43,"Мне очень понравилось, мы с друзьями проделали командную работу и это того стоило)"
43,"Комната очень понравилась, порадовал антураж, механизмы, а главное логика. Все было к месту и в тему. Нужно было проявлять и ловкость и смекалку. Спасибо ребята! Комната превзошла наши ожидания."
43,"Наше перше відвідування квест-кімнати. Спочатку доводилося користуватися підказками досить часто, бо ми багато уваги звертали на речі, які свою функцію вже виконали. Але, коли змогли перейти на наступний етап гри, стало зрозуміліше. Опудало щура вразило, реалістичний такий, налякав. Кімнату рекомендую."
43,"Наш первый командный квест! Отлично провели время, 50 минут, одна подсказка ) море эмоция и впечатлений"
43,"Дуже яскрава, атмосферна й захоплююча квест-кімната! Завдання різнопланові й інтригуючі. Похід на ""Башню Мерліна"" став прекрасним подарунком для нашої іменинниці, яка просто у захваті від епохи Середньовіччя! На мою думку, це найкращий квест з усіх мною відвіданих!"
43,"Были первый раз, очень понравилось, в начале было тяжело, но потом втянулись и все пошло как надо) рекомендую."
43,"Комната интересная. Для первого знакомства с квест-комнатами самое то! Большой плюс ребятам, которые там работают. Очень тактичные люди. Осталось очень хорошее впечатление."
43,Комната очень классная и логичная. Загадки вполне адекватные и решаемые. Мозги и слаженная командная работа дают возможность пройти этот квест без подсказок. Спасибо девочке из персонала за хороший инструктаж и корректную работу:)
43,"Понравилась атмосфера квеста, хорошо продуманы детали интерьера, задания понятные и разные, что добавило интерес при прохождении. И спасибо приветливой девушке администратору)"
43,Крутяк!
43,"Осень атмосферный квест! Динамичный и логичный!Осталось приятное послевкусие! Рекомендуем всем,всем,всем к посещению! Очень круто!"
57,классная комната. уровень сложности - немного выше среднего. очень атмосферно. прошли только благодаря подсказкам)))
57,"Третья наша комната ""Взаперти"", всем рекомендую. Очень технологичная, атмосферная, загадок хватает и все они интересные и в меру сложны. Получили очень много положительных эмоций. Спасибо, ""Взаперти"", что ""держите марку"" - все ваши комнаты на высоте. Рекомендую ""Чернокнижника"" всем, кто любит магию, и не только!"
57,"Краткий курс колдовства пройден!!! Кажется в этом небольшом, но емком квеструме есть все, что вы хотели знать о магии) Динамичная, логичная, загадочная и немного страшная - новая квест-комната от Взаперти."
57,"Шикарный квест, антураж завораживает. Благодаря прекрасным декорация и истории, создателям комнаты удалось полностью воссоздать атмосферу страшного заточения в хижине чернокнижника. Также хочется отметить прекрасного куратора Марию, которая смогла интересно поведать о сюжете данной комнаты, профессионально давать подсказки во время игры, ответить на множество вопросов и просто предоставить приятное общение. Спасибо!"
57,Тонна позитива и море прекрасных впечатлений. Нам очень понравилось. С удовольствием походим и в другие ваши комнаты!)
57,"Невероятный драйв и куча эмоций - вот то, что мы испытали за время прохождения квеста.... Полная, казалось бы, неопределенность вначале, и такая слаженность действий под конец прохождения!) Очень милая девушка Карина грамотно и качественно поддерживала атмосферу таинственности, не спеша выложить все карты на просьбы подсказок, а только намеками заставила работать наши мозги быстрее))) Создателям комнаты РЕСПЕКТ!!! Всем рекомендую посетить, Вы будете довольны!!!!"
57,"Антураж, сюжет, технологичность - все просто шикарно. Первая моя квест-комната. Море удовольствия. Спасибо. Рекомендую :)"
57,"Комната очень понравилась. Загадки на разный вкус и ум, поэтому советую брать с собой мужской пол. Возможно некоторым прийдется побороть свой страх ))) Мы вышли за 30сек до конца, адреналин еще тот. Спасибо администратору, который интересно рассказал + давал подсказки по существу. Всем советую посетить!"
57,"Комната суперовая, мне очень понравилось. Очень много классных эмоций получила!! Советую сходить!!!)))"
57,This game was very fun and challenging and had interesting puzzles. Would recommend :)
57,"Це наша перша квест-кімната, тому емоції незабутні! З цього моменту ми ходимо у квест-кімнати через день)) Оформлення супер, звуковий супровід відповідає легенді, особливо порадувала тваринка))) Квест досить цікавий, але деякі завдання без підказок пройти практично неможливо."
57,"Получили приятные впечатления и положительные эмоции, очень хорошая и доброжелательная администратор.Занимательная атмосфера игры.Благодарим за проведенный вечер"
57,"Отличная квест-комната! Все хорошо продумано, очень интересно. Советуем :)"
57,"Осталось море шикарных воспоминаний, все было супер ( правда мне кажется что для маленьких деток то есть до 10 лет квест ОЧЕНЬ сложный) 9 из 10"
57,"Супер комната, очень понравилось!"
57,"Из квестов, до этого, принимала участие только в автомобильных, потому не знала, чего ожидать от замкнутой комнаты. Квест-комната меня порадовала. В обители чернокнижника было страшновато, постоянно казалось, что сейчас он все таки зайдет и пустит на всех свой магический узвар."
57,"Хорошая комната, антураж соблюдён замечательно"
38,"Отличная комната!! Класный сюжет, дизайн и реализация. Всем рекомендую"
38,"Ваши квестерские шаблоны после выхода очень рискуют быть существенно расширенными, если уцелеют. Все настолько гармонично сбалансировано и приправлено вау-эффектами, что приятное послевкусие Вас обязательно настигнет. Как в случае с хорошим фильмом: память увы не сотрёшь, чтобы пройти ещё раз)"
38,"Відвідали цю кімнату з моїми підпоічними підлітками від 8 до 14 років. Загалом цікаво, але все дуже швидко закнічилося. Я навіть не встигла насолодитися процесом - мої дітлахи все самі порозгадували. Сподобалося найбільше завдання з електрикою))) Дякую, Замкнені) До нових зустрічей)"
38,"О квест комнатах слышали, но небыли . Выбор комнат для 10 летних ребят не так велик. Благодаря отзывам, определились с командой Взаперти. Детвора, которая онлайн ориентируется лучше, чем в реальной жизни, вышла с большими положительными эмоциями. Очень классная идея для командной игры."
38,"Нам очень понравилось!!! Ты словно погружаешься в мультик КОРПОРАЦИЯ МОНСТРОВ. Очень интерессно было проходить этот квест! А разве не классно почувствовать себя его героем? Спасибо большое за полученные эмоции:) Настя, 9 лет"
38,"Мультфильм ""Корпорация Монстров"" воссоздан в деталях. История квеста повторяет сюжет мультика, но если вы забыли, или не смотрели, улыбчивые операторы обязательно напомнят его. Очень ярко и красочно, нам понравилось. У нас было море эмоций, думаю, детям будет ещё интересней, чем взрослым."
38,"Спасибо организаторам за проведение квестов. Моя дочка 12 лет была впервые. Когда собирались туда, то думали,что взаперти на участников будут нападать монстры, но было совсем не так... а поинтереснее. Как? Приходите - узнаете! Не пожалеете!"
38,"Если кратко, то описать комнату можно очень известной мудростью: “Внешность обманчива”. Все, что связано с комнатой: обстановка, “предыстория” и ожидания - все это настраивает на “детскую прогулку” по мотивам известного мультфильма, но на самом деле все намного интереснее и сложнее…"
38,Очень классная комната. Вернулись в детство. Действительно ощутили себя монстрами и будь-то попали в мультфильм. Получили много позитивных эмоций и крутые магнитики
38,"Потрясающая атмосфера мультика захватывает с первой минуты квеста. Интересные задачи, много неожиданных сюрпризов, которые не оставят безразличными даже опытных игроков. А что самое приятное, теперь есть куда пойти с детками - комната светлая и веселая, как и сам мультфильм."
38,"Квест хорош для семей с детьми, погружение в атмосферу мультика их непременно порадует, также неплох и для начинающих. Не очень много загадок, но и в них важно не затупить. А так очень милый мультяшный квест."
38,Я вам его советую. Высокие технологии+полное соответствие к мультфильму
38,"Проходили квест у вас. Хотя сначала думали что будет просто, оказалось достаточно сложно, но очень интересно. Невероятные впечатления!"
38,"Квест-кімната - це чудова розвага, як для дітей, так і для дорослих. Все продумано до дрібниць. Нічого зайвого. Реалістично. Прекрасний подарунок на День народження!"
38,"Очень приятная и антуражная комната! С первой и до последней минуты пребывания в ней чувствуешь себя частью «Корпорации монстров». Разноплановые загадки, яркие и, порой неожиданные, решения, атмосферность, большое количество деталей, хорошее настроение и приятное послевкусие."
38,"Одна из самых любимых комнат! Могу смело сказать, что все загадки логичны и проходя комнату - вживаешься в роль монстрика, особенно если смотрел мультфильм. Безумно красивое оформление и отличный сюжет. Рекомендую всем!"
38,"Ходили компанией 4 человека. Всем все очень понравилось! Спасибо, команда ""Взаперти""!!!"
38,"Эта комната просто потрясающе мультяшная и тематичная. Невероятное воплощение мультфильма. В какой-то момент тебе кажется что ты монстр и тебе просто необходимо успеть любой ценой. Команда Взаперти опять на высоте. Обожаю, когда акцент ставится на технологичность, а не на замочки."
38,"Для искушенного игрока вся прелесть тематической квест-комнаты заключается в чутком следовании сценария выбранному сюжету и тонкости исполнения квестовых элементов. ""Монстрополис"" поднимает эту планку на новый уровень, будучи ярким, красочным и при этом аристократично добротным и продуманным."
38,"Очень понравилось, на квесте были впервые вдвоем с ребенком 8 лет, час пролетел не заметно, интересно и очень неожиданные были ""развязки"" даже для меня, удивила техническое оснащение. В общем прикольно, вышли довольные. P.s. без стеснения пользовались подсказками, о чем не жалею)))"
44,"Самый крутой квест на котором я была! Комната - просто бомба, все загадки очень необычные и нужно хорошенько подумать над каждой.Спасибо вам большое за хорошо проведённое время и замечательный магнитик!"
44,"Квест дуже крутий!!!!! Було трохи важко, але ми це зробили))) Дякую)* ЗАМКНЕНІ"
44,"Это третий квест на моем счету. И он определенно лучший, очень атмосферно, технически ребята постарались на ура! Всем к прохождению обязательно!"
44,Спасибо за новые впечатления) Это уже мой 5 квест) Мне очень понравилось)
44,"Очень хорошая комната! Игра прошла ненавязчиво, легко, интересно. Не могу ее отнести к сложным, но удовольствие я получила однозначно!) И да, рекомендую))) обязательна к прохождению)"
44,"Спасибо ,ребят, за прекрасную атмосферу. Все очень круто. Было интересно. Уже рекомендую эту комнату всем своим друзьям и знакомым. Ребят обязательно приходите не пожалеете!!"
44,"После посещенения комнаты впечатлений и положительных эмоций масса. Комната приятно порадовала не только своим антуражем - чего только стоит огромнейшая круглая кровать посреди комнаты, - а и очень интересными поворотами сюжета. Очень рекомендую!"
44,"Рекомендую, дуже захоплюючий квест! Дякую команді ""Замкнені"" за яскраві враження та своїм друзям за компанію!"
44,Всем рекомендую квест-комнаты! Отличные эмоции гарантированы ✅
44,"Участвовали в квесте Вегас, очень классная игра и крутая обстановочка. Рекомендую всем, не пожалеете, гостеприимный персонал и хочется бесконечно проходить все новые и новые загадки. Спасибо за квалифицированный персонал!!!"
44,"Все очень понравилось, романтическая обстановочка, прикольные загадки. Спасибо за классно проведенное время и настроение, еще день были под впечатлениями."
44,"Захватывающий и непредсказуемый квест! Как и в известном фильме-трилогии, развязка наступает в самом конце, а время игры пролетает незаметно :) Комната не из легких, но тем интереснее. Это было очень круто! Хочется побывать в атмосфере Вегаса снова и снова! :)"
44,"Очень классный квест. В начале очень сложно. Вообще не понимаешь, что делать. А потом время пролетело за секунду. Не легкий квест"
44,"Отличная комната, довольно таки сложного уровня! Пришлось приложить усилия, чтоб выйти) рекомендую! Отличное настроение гарантировано"
44,"Моя первая квест-комната и сразу ВАУ! Не ожидал такого, думал всё будет куда проще. В итоге: 56 минут активной работы мозга, удивлений каждому шагу, дикого восторга от различных активаций... Ну очень круто! Сама комната довольно сложновата, что делает прохождение квеста более острым и горячим. Время подначивает торопиться, что иногда играет против нас) Лично нам не хватало собранности и времени поработать головой. Хватались за всё и сразу) Спасибо большое за такое маленькое приключение в 56 минут и целый букет впечатлений! Загорелся - буду подыскивать следующее приключение! :)"
44,"Очень необычный и интересный квест) Не сложный, но подумать нужно) Приятная атмосфера, реально как с похмелья)) Супер"
44,Драйвова квест кімната
44,"Квест оказался сложноватым для компании из двух девушек и двух парней,это был наш первый квест,но мы хотим еще! Не пожалела,что пошла)"
44,"Это был не просто интересный квест с точки зрения загадок, но также очень атмосферный благодаря прекрасному антуражу. Многие технические решения я пока нигде не встречал. В общем, комната сильно выделяется из большой массы существующих, по всем параметрам!"
44,"Вегас, это приятное место для проведения досуга и квалифицированный персонал!!! Рекомендую всем, не пожалеете, я думаю, многим он будет близок по сюжету:)))"
50,"Кімната над якою дуже гарно попрацювали! Доводется докласти багато зусиль, щоб пройти квест. Тому гравцям які приймать участь в квест кімнатах вперше, не рекомендую. А ми дякуємно за драйв, і цікаві завдання, скоро повернемось)"
50,"Всем любителям острых ощущений рекомендую посетить комнату ""Севен""! Тревожная атмосфера, нагнетающее аудио-сопровождение заставляет задуматься: а точно ли это квест? Или, возможно, ты на самом деле попал в логово маньяка-убийцы?! Но выход только один! Найти способ выбраться... если сможешь, конечно)"
50,"Дуже сподобався квест))) логічні та водночас важкі загадки, чудовий антураж , неймовірний настрій. Коли ішли з колегами в квест комнату навіть і уявити не могла, що буде стільки вражень від пережитого квесту... Раджу всім пройти дану квест комнату)))))"
50,"Комната очень интересная. Вы точно не останетесь равнодушными к загадкам от которых веет холодом и страхом. Задания сложные и вычурные, поэтому если вы новичок то испытайте себя на более легких комнатах и приходите в СЕВЕН готовыми приложить все свои знания и умения для достижения цели."
50,"Уникальная комната, тематика которой заставляет нервы быть напряженными все время. Невероятная атмосфера, продуманные загадки, превосходный антураж. Комната, в которой время летит незаметно, ты полностью погружаешься в процес мышления, а думать здесь нужно много! Взаперти, как всегда, на высоте!"
50,Комната очень классная! Все загадки показались логичными и интересными) И атмосфера крутая) Всем рекомендую!
50,"Антураж и атмосфера созданы замечательно. Загадки достаточно сложные, но решаемые и интересные. В жанре квест-комнат эта – одна из лучших. Советую"
50,"Антураж, антураж и еще раз антураж. Интрига начинается при первых минутах прохождения квеста, и это чувство не покидает до самого финала. Каждая деталь, каждый предмет комнаты говорит про атмосферу, глаза разбегаются в поисках необходимых предметов для разгадок."
50,Скажу так! Прошли комнату со второй попытки. Нужно идти на чистую и свежую голову. Оказалось все проще чем мы думали. Иногда собственная фантазия сбивает с толку. Нереально крутая комната. Я бы ещё добавила актеров или устрашающую музыку для более жуткой атмосферы. Отлично провели время)) спасибо Взаперти
50,"Я была в логове маньяка… и выжила!!! Потрясающий квест, который не раз заставит вздрогнуть и поежиться от страха! Однако он будет интересен не только любителям хоррор-тематики, но и всем ценителям качественного и увлекательного приключения! Рискните сыграть в игру на выживание с настоящим маньяком :3"
50,"Отличный квест!Логичный,последовательный,шикарный антураж) Это мой 16 квест,но реально было над чем подумать,что порадовало) Уровень сложности выше среднего,но если для вас не первый то все очень понятно)хотя без подсказок мы бы не обошлись,однозначно)ну или сидели бы там не один час:) Рекомендую всем кто ищет острых ощущений:)"
50,"Было интересно решать загадки и понравилась сложность, спасибо за хороший квест)"
50,"Крутая комната. Но выбраться с первого раза вряд ли получится. Имейте ввиду. Загадки логичные и сложные, не для новичков. Масса впечатлений. Девочки из персонала-крутые; ни одной лишей подсказки. Спасибо огромное за проведенное время."
50,"Были с подругами в этой комнате. Изначально, когда выбирали в какую комнату пойти, немного смущала жуткая атмосфера, но потом когда начинаешь вникать непосредственно на разгадывания загадок и головоломок, понимаешь, что абсолютно не обращаешь внимание на жуть вокруг! Нам очень понравилось! Нереально интересно! Каждая загадка продумана до мелочей. Время пролетело незаметно! Когда открылась дверь, мы даже не сразу сообразили, что уже все закончилось))) И конечно же я рекомендую эту комнату!)"
